,Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL,Calories
1310,1468,Raw Banana Dosa Recipe,Raw Banana Dosa Recipe,"2 cups Idli Dosa Batter,1 Raw Banana - boiled and cut into small pieces,1/2 cup Fresh coconut,1/4 teaspoon Turmeric powder (Haldi),Salt - to taste","2 cups Idli Dosa Batter,1 Raw Banana - boiled and cut into small pieces,1/2 cup Fresh coconut,1/4 teaspoon Turmeric powder (Haldi),Salt - to taste",10,30,40,4,Indian,breakfast,Vegetarian,"To begin making the Raw Banana Dosa Recipe, make the dosa batter ready by following the recipe link.Pressure cook the raw banana with water and turmeric powder for about 4 whistles until it becomes soft, remove the skin and chop them into small pieces.Grind the raw banana along with coconut by adding little water to a smooth paste.Add the paste to the dosa batter and mix well.Check the salt levels and adjust to suit your taste.Heat a skillet on high heat; Pour a ladleful of batter in the center and hold the ladle and spread the batter to form an uttapam.Drizzle about a teaspoon of oil around the edges and towards the insides.Cook the dosa on both sides, until you noticed it has browned a little and has slightly crispy edges.To make it extra crispy, cook the dosa on a medium heat and preferably on an iron skillet. Iron skillets maintain heat and brings out a perfect texture to the dosa.Serve the Raw Banana Dosa Recipe along with south Indian Chutney or a Tomato onion chutney recipe to enjoy your breakfast.
","To begin making the Raw Banana Dosa Recipe, make the dosa batter ready by following the recipe link.Pressure cook the raw banana with water and turmeric powder for about 4 whistles until it becomes soft, remove the skin and chop them into small pieces.Grind the raw banana along with coconut by adding little water to a smooth paste.Add the paste to the dosa batter and mix well.Check the salt levels and adjust to suit your taste.Heat a skillet on high heat; Pour a ladleful of batter in the center and hold the ladle and spread the batter to form an uttapam.Drizzle about a teaspoon of oil around the edges and towards the insides.Cook the dosa on both sides, until you noticed it has browned a little and has slightly crispy edges.To make it extra crispy, cook the dosa on a medium heat and preferably on an iron skillet. Iron skillets maintain heat and brings out a perfect texture to the dosa.Serve the Raw Banana Dosa Recipe along with south Indian Chutney or a Tomato onion chutney recipe to enjoy your breakfast.
",https://www.archanaskitchen.com/raw-banana-dosa-recipe,1069.56
1320,1482,Buckwheat and Oatmeal Chocochip Pancakes Recipe (Eggless),Buckwheat and Oatmeal Chocochip Pancakes Recipe (Eggless),"1 cup Buckwheat Flour (Kuttu Ka Atta),1 cup Oats Flour,1 tablespoon Cocoa Powder,1 tablespoon Flax seed powder (flax meal),2-3 teaspoons Chocolate chips,1 pinch Salt,1/4 teaspoon Vanilla Extract,Maple syrup - sugar to taste,1 tablespoon Peanut Butter,1 teaspoon Chocolate chips,Mixed fruits - sliced","1 cup Buckwheat Flour (Kuttu Ka Atta),1 cup Oats Flour,1 tablespoon Cocoa Powder,1 tablespoon Flax seed powder (flax meal),2-3 teaspoons Chocolate chips,1 pinch Salt,1/4 teaspoon Vanilla Extract,Maple syrup - sugar to taste,1 tablespoon Peanut Butter,1 teaspoon Chocolate chips,Mixed fruits - sliced",10,20,30,4,Continental,breakfast,Vegetarian,"To begin making Buckwheat and Oatmeal Chocochip Pancakes Recipe (Eggless), take the flax seed powder and 2 tablespoons of water in a bowl and whisk it vigorously until it becomes gelatinous.To this add rest of the ingredients and prepare a free flowing batter with water. The consistency of the batter should be a little thinner than the regular pancake batter.Heat a griddle an on medium heat.Pour a ladle full of the pancake batter on it and gently spread it to form a medium sized circle.Cook on medium heat for two minutes. Flip and cook for 2 mins till done.Serve the Buckwheat and Oatmeal Chocochip Pancakes Recipe (Eggless) with a chunky dollop of peanut butter, sprinkle some more of chocochips over it and present with a fruit slice of your choice.
","To begin making Buckwheat and Oatmeal Chocochip Pancakes Recipe (Eggless), take the flax seed powder and 2 tablespoons of water in a bowl and whisk it vigorously until it becomes gelatinous.To this add rest of the ingredients and prepare a free flowing batter with water. The consistency of the batter should be a little thinner than the regular pancake batter.Heat a griddle an on medium heat.Pour a ladle full of the pancake batter on it and gently spread it to form a medium sized circle.Cook on medium heat for two minutes. Flip and cook for 2 mins till done.Serve the Buckwheat and Oatmeal Chocochip Pancakes Recipe (Eggless) with a chunky dollop of peanut butter, sprinkle some more of chocochips over it and present with a fruit slice of your choice.",http://www.archanaskitchen.com/buckwheat-and-oatmeal-chocochip-pancakes-recipe-eggless,1635.42
1342,1508,Bajri-Til Bhakri Recipe (Sesame Crusted Bajra Flatbread),Gravel-til Bhakri Recipe (Cesme Crusted Barge Flobard),"3 cups Bajra Flour ( Pearl Millet),1/4 cup Sesame seeds (Til seeds),Salt - to taste,Lukewarm Water - as required","3 cups Bajra Flour ( Pearl Millet),1/4 cup Sesame seeds (Til seeds),Salt - to taste,Lukewarm Water - as required",20,20,40,4,Maharashtrian Recipes,breakfast,Diabetic Friendly,"To begin making the Bajri-Til Bhakri, first sift the bajra flour and salt together in a deep mixing bowl.Knead the dough well with 1/4 cup of lukewarm water at a time, until it comes together in a smooth ball. The dough will be similar to what we prepare for Makke Ki Roti.Grease the dough with ghee, cover with a muslin cloth and let rest for 10 minutes.Meanwhile heat tawa over medium heat. Dust your rolling surface with little whole wheat flour.Divide the dough into 6 - 8 equal portions and roll out a portion of the dough into a round and thick roti using your hands. You can shape the roti by pressing out a circle with your fingers as well.Place the roti over the pre-heated skillet and spread a little water on the surface of the bhakri.Now sprinkle some sesame seeds on the surface and press lightly with a flat spatula, so that the seeds stick to the upper part of the roti.Turn over the roti and cook the other side for a few more seconds.Lift the roti tongs and roast over the direct flame till brown spots appear on both the sides.Similarly, prepare the remaining Bajri-til Bhakri and serve it with a dollop of ghee and Bhogichi Bhaji.
","To begin making the Bajri-Til Bhakri, first sift the bajra flour and salt together in a deep mixing bowl.Knead the dough well with 1/4 cup of lukewarm water at a time, until it comes together in a smooth ball. The dough will be similar to what we prepare for Makke Ki Roti.Grease the dough with ghee, cover with a muslin cloth and let rest for 10 minutes.Meanwhile heat tawa over medium heat. Dust your rolling surface with little whole wheat flour.Divide the dough into 6 - 8 equal portions and roll out a portion of the dough into a round and thick roti using your hands. You can shape the roti by pressing out a circle with your fingers as well.Place the roti over the pre-heated skillet and spread a little water on the surface of the bhakri.Now sprinkle some sesame seeds on the surface and press lightly with a flat spatula, so that the seeds stick to the upper part of the roti.Turn over the roti and cook the other side for a few more seconds.Lift the roti tongs and roast over the direct flame till brown spots appear on both the sides.Similarly, prepare the remaining Bajri-til Bhakri and serve it with a dollop of ghee and Bhogichi Bhaji.",https://www.archanaskitchen.com/bajri-til-bhakri-recipe-sesame-crusted-bajra-flatbread-recipe,1752.86
1344,1510,Egg and Cheesy Garlic Mayo Sandwich,Egg and Cheesy Garlic Mayo Sandwich,"4 Whole Wheat Brown Bread,3 Whole Eggs - hard boiled,2 tablespoon Nutralite Cheesy Garlic Mayo,1 teaspoon Mustard sauce,1 teaspoon Black pepper powder,½ teaspoon Lemon juice,Salt and Pepper - to taste,2 Green Romaine lettuce","4 Whole Wheat Brown Bread,3 Whole Eggs - hard boiled,2 tablespoon Nutralite Cheesy Garlic Mayo,1 teaspoon Mustard sauce,1 teaspoon Black pepper powder,½ teaspoon Lemon juice,Salt and Pepper - to taste,2 Green Romaine lettuce",10,10,20,2,Continental,breakfast,Eggetarian,"To begin making the Egg and Cheesy Garlic Mayo Sandwich, ensure the eggs are boiled well. (Hard Boil)Roughly chop the entire egg and keep it aside. In a large mixing bowl, add the chopped eggs, Nutralite Cheesy Garlic Mayo, mustard sauce, salt & pepper, and lemon juice. Mix well.Place a lettuce leaf on the bread slice and then spread the Egg and Cheesy Garlic Mayo Sandwich mixture on it and close the sandwich with the other slice.Cut the Egg Mayo Sandwich into triangles and serve.Serve the  Egg and Cheesy Garlic Mayo Sandwich with Carrot Pineapple Orange Juice Recipe and some almonds and walnuts for a healthy breakfast. 
","To begin making the Egg and Cheesy Garlic Mayo Sandwich, ensure the eggs are boiled well. (Hard Boil)Roughly chop the entire egg and keep it aside. In a large mixing bowl, add the chopped eggs, Nutralite Cheesy Garlic Mayo, mustard sauce, salt & pepper, and lemon juice. Mix well.Place a lettuce leaf on the bread slice and then spread the Egg and Cheesy Garlic Mayo Sandwich mixture on it and close the sandwich with the other slice.Cut the Egg Mayo Sandwich into triangles and serve.Serve the  Egg and Cheesy Garlic Mayo Sandwich with Carrot Pineapple Orange Juice Recipe and some almonds and walnuts for a healthy breakfast. ",https://www.archanaskitchen.com/egg-salad-sandwich-recipe,3117.1599999999994
1348,1515,Karwar Style Phodni Phov Recipe- Red Rice Poha With Cashew Nuts,Karwar Style Phodni Phov Recipe- Red Rice Poha With Cashew Nuts,"2 cups Red Poha (Flattened Red Rice),4 tablespoons Fresh coconut - grated,1/2 cup Cashew nuts - broken into half,1 teaspoon Mustard seeds,1/2 teaspoon White Urad Dal (Split),1/2 teaspoon Chana dal (Bengal Gram Dal),1 pinch Asafoetida (hing),1 sprig Curry leaves,2 teaspoons Sunflower Oil,2 teaspoon Lemon juice,Salt - to taste","2 cups Red Poha (Flattened Red Rice),4 tablespoons Fresh coconut - grated,1/2 cup Cashew nuts - broken into half,1 teaspoon Mustard seeds,1/2 teaspoon White Urad Dal (Split),1/2 teaspoon Chana dal (Bengal Gram Dal),1 pinch Asafoetida (hing),1 sprig Curry leaves,2 teaspoons Sunflower Oil,2 teaspoon Lemon juice,Salt - to taste",10,10,20,4,Karnataka,breakfast,Vegetarian,"To begin making Karwar Style Phodni Phov Recipe ( Red Rice Poha With Cashew Nuts), rinse the red poha in running water and then soak it in hot water for 8 minutes. Drain and wash again in cold water and keep aside in a strainer.Heat oil in a pan, add mustard seeds, urad and chana dal and let it splutter.Add asafoetida, curry leaves and let it crackle.Add the cashew nuts and saute until they have turned golden brown in colour.Now, add the drained red poha, season with salt and saute gently till everything comes together.Cover with a lid and cook for about 10 minutes or till done.Once done, add in the grated coconut, lemon juice and mix gently and switch off the heat.Serve the Karwar Style Phodni Phov Recipe ( Red Rice Poha With Cashew Nuts) for a healthy breakfast with a filter coffee or an evening after school snack along with Muskmelon (Kharbuj) Juice Recipe.
","To begin making Karwar Style Phodni Phov Recipe ( Red Rice Poha With Cashew Nuts), rinse the red poha in running water and then soak it in hot water for 8 minutes. Drain and wash again in cold water and keep aside in a strainer.Heat oil in a pan, add mustard seeds, urad and chana dal and let it splutter.Add asafoetida, curry leaves and let it crackle.Add the cashew nuts and saute until they have turned golden brown in colour.Now, add the drained red poha, season with salt and saute gently till everything comes together.Cover with a lid and cook for about 10 minutes or till done.Once done, add in the grated coconut, lemon juice and mix gently and switch off the heat.Serve the Karwar Style Phodni Phov Recipe ( Red Rice Poha With Cashew Nuts) for a healthy breakfast with a filter coffee or an evening after school snack along with Muskmelon (Kharbuj) Juice Recipe.",http://www.archanaskitchen.com/phodni-phov-recipe-karwar-style-poha-with-cashewnuts,987.8499999999999
1372,1540,Eggs Benedict With Caramelised Onion And Hollandaise Sauce Recipe,Eggs Benedict With Caramelised Onion And Hollandaise Sauce Recipe,"4 Whole Wheat Brown Bread - slices,3 tablespoons Butter - softened,2 Onions - thinly sliced rings(caramelize),Salt - to taste,Black pepper powder - to taste,4 Whole Eggs,4 Egg yolks,1 teaspoon Lemon juice,1/2 cup Butter (unsalted) - melted,1/4 teaspoon Red Chilli powder - (or cayenne pepper),Salt - to taste","4 Whole Wheat Brown Bread - slices,3 tablespoons Butter - softened,2 Onions - thinly sliced rings(caramelize),Salt - to taste,Black pepper powder - to taste,4 Whole Eggs,4 Egg yolks,1 teaspoon Lemon juice,1/2 cup Butter (unsalted) - melted,1/4 teaspoon Red Chilli powder - (or cayenne pepper),Salt - to taste",10,30,40,2,Continental,breakfast,Eggetarian,"To begin making the Eggs Benedict with caramelize onion and  Hollandaise Sauce Recipe, we will first make the Hollandaise Sauce.In a large mixing bowl, vigorously whisk the egg yolks and lemon juice together until the mixture is thickened and is fluffy and almost doubled in volume.Place a saucepan half filled with water on low heat. Allow the water to come to a simmering bowl. Place the whisked egg yolk mixture over this saucepan taking care that the bowl does to touch the water.Be careful to not to let the eggs get too hot. It it gets too hot they will begin to scramble. While the eggs are over the warm double boiler, add the butter and keep whisking until the sauce is doubled in volume and has thickened. As soon as you notice the sauce is thickening, turn off the heat and add the salt and cayenne pepper.Remove the sauce from the boiler and keep the Hollandaise sauce aside.The next step is to toast the bread over the skillet. Spread butter over the bread slices.Heat the skillet over medium heat and toast the bread slices over the skillet until crisp and golden brown.Once done, turn off the heat and place the toasted bread slices over the serving platter.For the Caramelized Onion in the same pan add some oil and add chopped onions and salt. Let it saute in medium heat for a while and cover it with a lid. The onions start to turn golden and you will smell the caramelized onion after about 20 minutes. Now for the eggs,bring a pot of water to boil and add some vinegar.with a spoon,begin stirring the boiling water in a large circular motion and create a whirlpool, crack one or two eggs .We`ll see that eggs are wrapping around itself as it cooks,keeping it together,it takes about 2 1/2 minute into cooking.take it out and place it on kitchen towel to soak water properly .Place saute onions on the toasted bread. Top it off with fried eggs and hollandaise sauce and serve it with some fresh fruit juice.  You can serve Eggs Benedict with Caramelize onion and Hollandaise Sauce with some fruit salad or a glass of fresh Orange juice of your choice.
","To begin making the Eggs Benedict with caramelize onion and  Hollandaise Sauce Recipe, we will first make the Hollandaise Sauce.In a large mixing bowl, vigorously whisk the egg yolks and lemon juice together until the mixture is thickened and is fluffy and almost doubled in volume.Place a saucepan half filled with water on low heat. Allow the water to come to a simmering bowl. Place the whisked egg yolk mixture over this saucepan taking care that the bowl does to touch the water.Be careful to not to let the eggs get too hot. It it gets too hot they will begin to scramble. While the eggs are over the warm double boiler, add the butter and keep whisking until the sauce is doubled in volume and has thickened. As soon as you notice the sauce is thickening, turn off the heat and add the salt and cayenne pepper.Remove the sauce from the boiler and keep the Hollandaise sauce aside.The next step is to toast the bread over the skillet. Spread butter over the bread slices.Heat the skillet over medium heat and toast the bread slices over the skillet until crisp and golden brown.Once done, turn off the heat and place the toasted bread slices over the serving platter.For the Caramelized Onion in the same pan add some oil and add chopped onions and salt. Let it saute in medium heat for a while and cover it with a lid. The onions start to turn golden and you will smell the caramelized onion after about 20 minutes. Now for the eggs,bring a pot of water to boil and add some vinegar.with a spoon,begin stirring the boiling water in a large circular motion and create a whirlpool, crack one or two eggs .We`ll see that eggs are wrapping around itself as it cooks,keeping it together,it takes about 2 1/2 minute into cooking.take it out and place it on kitchen towel to soak water properly .Place saute onions on the toasted bread. Top it off with fried eggs and hollandaise sauce and serve it with some fresh fruit juice.  You can serve Eggs Benedict with Caramelize onion and Hollandaise Sauce with some fruit salad or a glass of fresh Orange juice of your choice.
",http://www.archanaskitchen.com/eggs-benedict-with-caremalize-onion-and-hollandaise-sauce-recipe,4325.179999999999
1378,1546,Skillet Potato And Eggs Recipe,Skillet Potato And Eggs Recipe,"2 Potatoes (Aloo) - cleaned and diced,2 Sweet Potatoes - cleaned and diced,2 cloves Garlic - minced,1 Onion - finely chopped,2 tablespoons Extra Virgin Olive Oil,1 Spring Onion (Bulb & Greens) - chopped (white and greens),1 teaspoon Italian seasoning,4 Whole Eggs,1 teaspoon Parsley leaves - chopped,1/4 cup Mozzarella cheese - grated,Salt and Pepper - to taste","2 Potatoes (Aloo) - cleaned and diced,2 Sweet Potatoes - cleaned and diced,2 cloves Garlic - minced,1 Onion - finely chopped,2 tablespoons Extra Virgin Olive Oil,1 Spring Onion (Bulb & Greens) - chopped (white and greens),1 teaspoon Italian seasoning,4 Whole Eggs,1 teaspoon Parsley leaves - chopped,1/4 cup Mozzarella cheese - grated,Salt and Pepper - to taste",15,25,40,4,Continental,breakfast,Eggetarian,"To begin making the Skillet Potato And Eggs first preheat the oven to 180 C.Meanwhile place an oven-safe Cast Iron Skillet on medium heat. Add olive oil, garlic, sliced onion and scallion whites to the oil and saute until translucent.Add both potatoes to the pan and toss them along with a little salt. Continue to saute until the potatoes turn golden brown and tender.Next, add the Italian herbs, chopped parsley and pepper, and add additional salt if needed.Make 4 wells/holes in the potato mixture and break an egg into each well.Place the skillet into the oven bake for 10 to 11 minutes or until egg whites are completely set and yolks begin to thicken.You can also cook it on a stovetop on low to medium heat until you see the eggs thicken. Half way through, sprinkle the potato and eggs with with grated cheese and bake for a couple of minutes until cheese melts and turns slightly golden. Cover the pan and allow the cheese to melt through.Serve Skillet Potato And Eggs with hash browns, Mushroom Sauce and garlic bread for a stylish home made brunch.
","To begin making the Skillet Potato And Eggs first preheat the oven to 180 C.Meanwhile place an oven-safe Cast Iron Skillet on medium heat. Add olive oil, garlic, sliced onion and scallion whites to the oil and saute until translucent.Add both potatoes to the pan and toss them along with a little salt. Continue to saute until the potatoes turn golden brown and tender.Next, add the Italian herbs, chopped parsley and pepper, and add additional salt if needed.Make 4 wells/holes in the potato mixture and break an egg into each well.Place the skillet into the oven bake for 10 to 11 minutes or until egg whites are completely set and yolks begin to thicken.You can also cook it on a stovetop on low to medium heat until you see the eggs thicken. Half way through, sprinkle the potato and eggs with with grated cheese and bake for a couple of minutes until cheese melts and turns slightly golden. Cover the pan and allow the cheese to melt through.Serve Skillet Potato And Eggs with hash browns, Mushroom Sauce and garlic bread for a stylish home made brunch.
",https://www.archanaskitchen.com/skillet-potato-and-eggs-recipe,1194.7600000000002
1380,1549,Aloo Tikki Stuffed Pita Sandwich Recipe,Aloo Tikki Stuffed Pita Sandwich Recipe,"4-6 Aloo Tikki (Potato),4 Mini Pita Breads,4 Iceberg lettuce - roughly torn,5 Cherry tomatoes - halved,1 Onion - sliced thinly,1/4 cup White vinegar,1/4 cup Fresh cream,2-3 sprig Coriander (Dhania) Leaves,2-3 sprig Mint Leaves (Pudina),2 tablespoon Extra Virgin Olive Oil,Salt and Pepper - to taste","4-6 Aloo Tikki (Potato),4 Mini Pita Breads,4 Iceberg lettuce - roughly torn,5 Cherry tomatoes - halved,1 Onion - sliced thinly,1/4 cup White vinegar,1/4 cup Fresh cream,2-3 sprig Coriander (Dhania) Leaves,2-3 sprig Mint Leaves (Pudina),2 tablespoon Extra Virgin Olive Oil,Salt and Pepper - to taste",15,30,45,4,Fusion,breakfast,Vegetarian,"To begin making Aloo Tikki Stuffed Pita Sandwich Recipe, first prepare the Aloo Tikki by following the link.Next, we need to soak the sliced onions in the vinegar ahead of time to pickle them.If you are planning to have the sandwich for breakfast, you can do this step the previous night. Place the sliced onions in a clean, dry glass jar.Pour the vinegar over the onions, ensure they are fully submerged. Cover the jar and set aside till you are ready to use them. The onions need to soak for a few hours, until they turn pink.Next we will prepare the herb cream. In a small bowl, whisk together the cream, olive oil, finely chopped coriander and mint leaves, along with salt and pepper. Taste the cream and adjust the seasoning according to your preference.To assemble the sandwich, slice each pita bread from edge to edge, down the centre, taking care not to cut it into two pieces, but creating a pocket like space to stuff the aloo tikki.First, place the lettuce, and then the aloo tikki. It helps to gently mash the aloo tikki slightly, before stuffing inside the bread. Top the layer of aloo tikki with pickled onion, herb cream and cherry tomato. Sprinkle some additional black pepper if desired before serving.You may also grill Aloo Tikki Stuffed Pita Sandwich in a sandwich press or a grill pan and serve.Serve the Aloo Tikki Stuffed Pita Sandwich along with Cocoa Banana Almond Date Smoothie for a filling breakfast.
","To begin making Aloo Tikki Stuffed Pita Sandwich Recipe, first prepare the Aloo Tikki by following the link.Next, we need to soak the sliced onions in the vinegar ahead of time to pickle them.If you are planning to have the sandwich for breakfast, you can do this step the previous night. Place the sliced onions in a clean, dry glass jar.Pour the vinegar over the onions, ensure they are fully submerged. Cover the jar and set aside till you are ready to use them. The onions need to soak for a few hours, until they turn pink.Next we will prepare the herb cream. In a small bowl, whisk together the cream, olive oil, finely chopped coriander and mint leaves, along with salt and pepper. Taste the cream and adjust the seasoning according to your preference.To assemble the sandwich, slice each pita bread from edge to edge, down the centre, taking care not to cut it into two pieces, but creating a pocket like space to stuff the aloo tikki.First, place the lettuce, and then the aloo tikki. It helps to gently mash the aloo tikki slightly, before stuffing inside the bread. Top the layer of aloo tikki with pickled onion, herb cream and cherry tomato. Sprinkle some additional black pepper if desired before serving.You may also grill Aloo Tikki Stuffed Pita Sandwich in a sandwich press or a grill pan and serve.Serve the Aloo Tikki Stuffed Pita Sandwich along with Cocoa Banana Almond Date Smoothie for a filling breakfast.
",http://www.archanaskitchen.com/aloo-tikki-stuffed-pita-sandwich-recipe,2753.4400000000005
1385,1554,Egg Stuffed Paratha Recipe,Egg Stuffed Paratha Recipe,"2 cups Whole Wheat Flour,4 Whole Eggs,1 Onion - finely chopped,2 Green Chillies - finely chopped,1/4 cup Coriander (Dhania) Leaves - finely chopped,1/2 teaspoon Black pepper powder,2 tablespoons Sunflower Oil - or ghee for making parathas,Salt - to taste","2 cups Whole Wheat Flour,4 Whole Eggs,1 Onion - finely chopped,2 Green Chillies - finely chopped,1/4 cup Coriander (Dhania) Leaves - finely chopped,1/2 teaspoon Black pepper powder,2 tablespoons Sunflower Oil - or ghee for making parathas,Salt - to taste",10,20,30,4,Indian,breakfast,Vegetarian,"To begin making Egg Stuffed Paratha Recipe, make a soft dough of the whole wheat flour, salt adding little water at a time as you make for roti's and let it rest for a while.Break the eggs into a bowl and whisk well, add the chopped onion, green chilies, coriander leaves, season with pepper and salt. Whisk well and keep aside.Take a large lemon sized ball of the dough, dust it with a little flour, roll it into a big circular disc.Apply a little oil or ghee and fold it into a semi-circle, further folding it into a triangle. Dust it with a flour and roll the mini triangles to a bigger triangles.Likeweise, get the rest of the paratha triangles ready.Heat a skillet, once its hot place the prepared triangle over it and cook until its bottom gets cooked. Flip over and cook the other side to half.Now, lift one of the pockets of the triangle gently and pour a laddle full of the prepared egg mixture into it. Apply a little oil or ghee over the paratha, gently flip over and let it cook on low heat until the eggs gets cooked inside.Now, apply a little oil or ghee on the top, flip over and let the other side also cook well and turn golden brown. Remove it in a plate. Likewise, prepare the rest of the parathas.Enjoy the Serve Egg Stuffed Paratha Recipe, along with Tadka Raita or Dhaniya Pudina chutney for a healthy breakfast.
","To begin making Egg Stuffed Paratha Recipe, make a soft dough of the whole wheat flour, salt adding little water at a time as you make for roti's and let it rest for a while.Break the eggs into a bowl and whisk well, add the chopped onion, green chilies, coriander leaves, season with pepper and salt. Whisk well and keep aside.Take a large lemon sized ball of the dough, dust it with a little flour, roll it into a big circular disc.Apply a little oil or ghee and fold it into a semi-circle, further folding it into a triangle. Dust it with a flour and roll the mini triangles to a bigger triangles.Likeweise, get the rest of the paratha triangles ready.Heat a skillet, once its hot place the prepared triangle over it and cook until its bottom gets cooked. Flip over and cook the other side to half.Now, lift one of the pockets of the triangle gently and pour a laddle full of the prepared egg mixture into it. Apply a little oil or ghee over the paratha, gently flip over and let it cook on low heat until the eggs gets cooked inside.Now, apply a little oil or ghee on the top, flip over and let the other side also cook well and turn golden brown. Remove it in a plate. Likewise, prepare the rest of the parathas.Enjoy the Serve Egg Stuffed Paratha Recipe, along with Tadka Raita or Dhaniya Pudina chutney for a healthy breakfast.
",https://www.archanaskitchen.com/egg-stuffed-paratha-recipe,1778.0799999999997
1389,1558,Coconut Banana Oatmeal Porridge Recipe,Coconut Banana Oatmeal Porridge Recipe,"1 cup Instant Oats (Oatmeal) - (instant variety),1 Ripe Bananas - sliced,1/4 cup Fresh coconut - or tender coconut,Honey - to taste,Milk - as required,Water - as required","1 cup Instant Oats (Oatmeal) - (instant variety),1 Ripe Bananas - sliced,1/4 cup Fresh coconut - or tender coconut,Honey - to taste,Milk - as required,Water - as required",10,20,30,3,Continental,breakfast,Diabetic Friendly,"To begin making the Coconut Banana Oatmeal Porridge Recipe, we will first cook the oats along with milk and water.Add the oatmeal to a sauce pan, add 1 cup of water and cook the oats along with the water. Once you notice that the oats begins to thicken, add 1/2 to 1 cup of milk and cook the oats well. Once the oats has cooked and you have a thick porridge, turn off the heat and keep aside and allow it to cool down.You can either serve the porridge chilled or warm - it will be your personal choice.Prepare the fruits and keep aside.Take 3 or 4 serving bowls, spoon the oatmeal porridge into the bowl, stir in the coconut, arrange the fruits on the top, drizzle some honey and serve.Serve the Coconut Banana Oatmeal Porridge along with a toasted bread and a cup of Cold Coffee Smoothie Recipe for a wholesome breakfast. 
","To begin making the Coconut Banana Oatmeal Porridge Recipe, we will first cook the oats along with milk and water.Add the oatmeal to a sauce pan, add 1 cup of water and cook the oats along with the water. Once you notice that the oats begins to thicken, add 1/2 to 1 cup of milk and cook the oats well. Once the oats has cooked and you have a thick porridge, turn off the heat and keep aside and allow it to cool down.You can either serve the porridge chilled or warm - it will be your personal choice.Prepare the fruits and keep aside.Take 3 or 4 serving bowls, spoon the oatmeal porridge into the bowl, stir in the coconut, arrange the fruits on the top, drizzle some honey and serve.Serve the Coconut Banana Oatmeal Porridge along with a toasted bread and a cup of Cold Coffee Smoothie Recipe for a wholesome breakfast. 
",https://www.archanaskitchen.com/coconut-banana-oatmeal-porridge-recipe,881.17
1397,1567,Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe),Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe),"1 cup Rice flour,1 cup Poha (Flattened rice),1 cup Dill leaves - chopped,2 Green Chilli - chopped,1 teaspoon Cumin seeds (Jeera),Salt - to taste","1 cup Rice flour,1 cup Poha (Flattened rice),1 cup Dill leaves - chopped,2 Green Chilli - chopped,1 teaspoon Cumin seeds (Jeera),Salt - to taste",10,30,40,4,Karnataka,breakfast,Vegetarian,"We begin making the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) by soaking the flattened rice with 1/2 cup water for about 30 minutes.Then mash it, till it becomes a soft dough and add the remaining ingredients and bind it using 1/4 cup luke warm water. Knead it to a wet dough but not sticky.Cover with a damp cloth and rest for about 10 minutes.Now to prepare the roti, place a non stick tawa/skillet on the heat. Spread out a large piece of plastic, or parchment paper on your work surface.Grease your palms with oil. Pinch a big ball of dough place it in the centre of the parchment or plastic. Then gently flatten it out to form a hand-patted disc, similar to Thalipeeth.Lift the paper, along with the rotti on it and turning it over, place it on the skillet with the rotti down on the hot skillet. Carefully supporting the rotti peel off the paper. Drizzle a little bit of oil along the edges of the roti and in the centre, into the hole made on the roti and allow it to sizzle and crisp up.When it seems half cooked, flip the roti over with a spatula to cook the other side.Cook well till you have brown patches on both sides. Then, take the roti off the skillet, add a dollop of butter or ghee, and serve immediately. Serve the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) can be serve along with Karuveppilai Chutney Recipe (A Healthy Curry Leaves Chutney).
","We begin making the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) by soaking the flattened rice with 1/2 cup water for about 30 minutes.Then mash it, till it becomes a soft dough and add the remaining ingredients and bind it using 1/4 cup luke warm water. Knead it to a wet dough but not sticky.Cover with a damp cloth and rest for about 10 minutes.Now to prepare the roti, place a non stick tawa/skillet on the heat. Spread out a large piece of plastic, or parchment paper on your work surface.Grease your palms with oil. Pinch a big ball of dough place it in the centre of the parchment or plastic. Then gently flatten it out to form a hand-patted disc, similar to Thalipeeth.Lift the paper, along with the rotti on it and turning it over, place it on the skillet with the rotti down on the hot skillet. Carefully supporting the rotti peel off the paper. Drizzle a little bit of oil along the edges of the roti and in the centre, into the hole made on the roti and allow it to sizzle and crisp up.When it seems half cooked, flip the roti over with a spatula to cook the other side.Cook well till you have brown patches on both sides. Then, take the roti off the skillet, add a dollop of butter or ghee, and serve immediately. Serve the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) can be serve along with Karuveppilai Chutney Recipe (A Healthy Curry Leaves Chutney).
",https://www.archanaskitchen.com/karnataka-style-sabsige-soppu-akki-rotti-dill-leaves-and-flattened-rice-bread-recipe,960.8400000000001
